name,en_name,category,origin,abv,description,image_url
멜팅 스타우트,Melting Stout,Beer,한국,9%,"스페셜 몰트에서 느껴지는 카카오, 볶은 넛의 풍미에
바닐라빈의 아로마가 더해져 달콤한 솔티드 카라멜이 연상되는
버번 배럴에이징 카라멜 임페리얼 스타우트

멜팅스타우트는 배럴에이징을 위해 오크통에 넣어 숙성한 Barrel Work 맥주로 탄산감이 상대적으로 없습니다. 솔티드카라멜의 풍미와 질감을 비슷하게 구현하고 피니시에서 탄산으로 톡톡튀는 요소를 배제하기 위해, 배럴숙성 후에도 2차적인 탄산충진을 자제하였습니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/melting_stout.png
가평물안개,Gapyeong Hazy Fog Oatmeal IPA,Beer,한국,6.5%,"오트밀이 선사하는 특유의 바디감과 구수함, 드라이홉핑으로 향긋하면서도 비터함의 밸런스가 매력적인 오트밀IPA. 크래머리가 위치한 가평 조종천에서 피어나는 물안개처럼 Hazy한 맛과 비쥬얼을 맥주로 만나보세요.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/gapyeong_fog_ipa.png
내일바이젠,See You Tomorrow Weizen,Beer,한국,5.8%,"크래머리와 이탈리아 최고의 브루마스터 다리오(Dario)가 콜라보하여 만든 맥주로 시트라와 심코 홉이 들어갔습니다. 리치, 망고, 파파야, 파인애플의 묵직한 열대과일 아로마의 특징을 가진 ‘시트라(Citra)’ 홉과 솔, 나무의 쌉쌀한 특징이 두드러진 ‘심코(Simcoe) 홉의 만남. 한 모금 마셨을때 부드러운 비터함과 열대과일의 시트러스함이 은은하게 퍼지는 복합적인 매력이 팡팡 느껴집니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/see_you_weizen.png
패셔니스타,Passionista,Beer,한국,4.5%,"과일과 유산균의 콜라보라 할 수 있는 이번 패셔니스타 배치는 달콤한 과일항과 새콤한 신맛, 은은한 짠맛이 어우러진 가볍게 마실 수 있는 Light Body의 고제입니다.

파인애플, 코코넛, 패션후르츠 과즙과 맥주 본연의 맛을 위해 오랜시간 저온에서 사우어링(souring)하여 유산균이 살아있습니다. 유산균이 살아있어 빠르게 만들어지는 거품의 유지력은 약한 특징이 있습니다.

풋풋한 초여름 5월에 가볍게 마시기 좋은
Light Body의 트로피컬고제 ‘패셔니스타’
곧 여러분을 찾아갑니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/passionista.png
임페리얼 필스너,Imperial Pilsner,Beer,한국,9%,"밝은 황금색과 기분 좋은 단맛,
적당한 탄산과 시원한 목넘김,
부드러우면서도 쌉쌀하고 고급스러운 피니시,

진한 몰티함과 풍부한 바디감에
청량감까지 살아있는
크래머리 임페리얼 필스너 'KIP'

라거, 필스너는 가볍게 먹는다는 편견을 깨면
뜨거운 여름 강렬한 놈의 ⚡️’KICK’⚡️을 느낄 수 있습니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/imperial_pilsner.png
트로피컬 스무디 IPA,Tropical Smoothie IPA,Beer,한국,5.9%,"망고, 패션후르츠, 파인애플 등 과일의 쥬이시함과
스무디 질감이 입안에서 부드럽게 감도는 트로피컬 스무디 IPA

신선한 과즙의 맥주로
단맛과 은은한 쓴맛의 밸런스가
비타민처럼 다가오는 드링커블한 맥주",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/tropical_smoothie_ipa.png
대포항 스타우트,Daepo Port Stout,Beer,한국,5.1%,"다크초콜릿, 초콜릿, 로스티함과 시나몬향의 조화를 느낄 수 있는 스타우트",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/daepo_port_stout.png
I LOVE 켄싱턴 1,I Love Kensington 1,Beer,한국,4.4%,"산뜻하고 청량하여 가볍게 마실 수 있는 금색 빛깔이 매력적인 골든에일.
‌설악산의 웅장함과 에메랄드 빛 동해 바다의 멋진 비경을 자랑하는, 강원도 속초의 대표 리조트 ‘켄싱턴 설악비치’와 콜라보레이션",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/i_love_kensington1.png
I LOVE 켄싱턴 2,I Love Kensington 2,Beer,한국,5.2%,"바나나향의 은은한 풍미와 거품이 풍성한 밀맥주.
강원도 속초의 대표 리조트 ‘켄싱턴 설악비치’와 콜라보레이션 한 두번째 맥주.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/i_love_kensington2.png
소호259 IPA,Soho259 IPA,Beer,한국,6.3%,"시트러시한 열대과일의 향이 폭발하는듯한 풍미와 바디감이 있는 아이피에이.
여유와 낭만을 찾을 수 있는 자유로운 공간, 강원도 속초의 대표 커뮤니티 호스텔 ‘소호259’ 와 콜라보레이션.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/soho259.png
루트바나 둔켈 바이젠복,Root Vana Dunkel Weizenbock,Beer,한국,7.5%,"카라멜, 건과일 & 바나나의 풍미가 은은하게 느껴지는 국내 상업 양조장 최초의 둔켈 바이젠복.
‌서울 영등포에 있는 '비어바나' 양조장과의 콜라보레이션!",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/default.png
다크리뎀션,Dark Redemption,Beer,한국,9%,"진저 브레드 쿠키와 추운 겨울의 추위를 녹여주는 허브티의 조합에 영감을 받아 만들어 완성시킨 임페리얼 스타우트
기존 임페리얼 스타우트 스타일에 시나몬, 카카오닙스, 넛맥 & 카다멈을 첨가하여 스파이시함과 허벌한 느낌을 가미함",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/dark_redemption.png
루트 라임,Root Lime,Beer,한국,4.8%,"kveik 효모를 사용하고 부재료로 라임과 생강을 넣어
라임의 시트러시함과 생강의 은은한 플로럴함이 조화롭게 느껴지는 Hazy Fruit 맥주",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/root_lime.png
블티나,Breakfast Tea Latte Beer,Beer,한국,5%,"부재료로 얼그레이 홍차와 유당을 넣고 Citra, Talus 홉을 넣어 얼그레이 밀크티의 부드러움과 향긋한 풍미가 느껴지고 시트러스와 쥬시한 Hazy Pale Ale",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/breakfast_tea_latte_beer.png
마이 사우어 아이피에이,My Sour IPA,Beer,한국,5%,"라임, 무화과 & Amarillo, Citra 홉 두가지가 들어가 새콤하고 라임과 무화과의 풍미가 팡팡터지는 산뜻한 IPA",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/my_sour_ipa.png
이스트 씨 아이피에이,East Sea IPA,Beer,한국,6%,"카비터링 홉을 증량하여 쓴맛을 살리며, 4C 홉 (Columbus, Chinook, Cascade, Centennial) 특유의 솔향과 어씨(earthy)한 풍미가 극대화된 미국 Westcoast IPA의 특징을 살린 IPA",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/east_sea_ipa.png
하이 & 드라이,High & Dry,Beer,한국,8%,"전통적인 벨지안 효모의 프루티한 향과 플로럴하고 스파이시한 허브의 풍미가 조화를 이루며 청량하고 깔끔한 맛을 내는 트리펠
[강원도 쌀 + 펜넬 씨드 + Hallertau Tettnang Hop & Hallertau Blanc Hop]",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/default.png
블티나2,Earl Grey Tea Latte Beer,Beer,한국,5%,"또 다른 재미를 느낄 수 있는 블티나의 두번째 시리즈!
홍차, 유당 & 홉의 풍미가 조화롭게 느껴지는 헤이지 쥬시 페일에일
[Earl Grey Tea + Sabro + HBC 472 Hop]",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/earl_grey_tea_latte_beer.png
블루 블랙,Blue Black,Beer,한국,4.8%,"한미콜라보 프로젝트'를 통해 선보이는 크래프트 루트의 스페셜 맥주!
블루베리, 메이플시럽, 유당이 첨가되어 은은한 블루베리 느낌의 달콤한 디저트처럼 즐길 수 있는 스위트 스타우트",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/blue_black.png
썸머사우어,Summer Sour,Beer,한국,5%,"라즈베리, 히비스커스, 코리앤더씨드, 동해안 천연 미네랄소금이 들어가고 로랄 홉의 풍미가 은은하게 풍기는 루비색상의 새콤한 맥주",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/default.png
구스끽스,Goose Ggeeks,Beer,한국,3.6%,"1세대 크래프트비어 브랜드로 맥주 문화 알리기에 앞장 선 구스아일랜드와 끽비어가 함께 새롭고 재밌는 콜라보 Summer 맥주를 선보입니다.
샴페인을 베이스로 오렌지 쥬스를 섞어 만드는 칵테일 '미모사'에서 영감을 받아, 김천에서 자란 샤인 머스캣 포도와 프랑스산 블러디 오렌지를 듬뿍 넣어 양조해 과일의 새콤함이 매력적인 테이블 사우어 맥주입니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/default.png
레모니 웨이브,Lemony Wave,Beer,한국,8.5%,"레모니 웨이브는 레몬 케이크에 영감을 받아 만든 페이스트리 사워 에일입니다. 설레임과 같은 유산균을 사용한 맥주에 레몬 케이크와 최대한 비슷한 맛을 내고자 바닐라, 아몬드, 레몬 제스트 등을 넣어 만들었습니다.

바닐라의 단맛, 아몬드의 너티함, 레몬의 상큼함에 요구르트 같은 풍미가 잘 어우러지며, 와인처럼 잔을 돌리면 더욱 깊은 맛을 느낄 수 있는, 마치 디저트를 마시는 것 같은 맥주입니다.

다가오는 가을이 설레이는 요즘, 레모니 웨이브와 새콤달콤한 휴식을 즐겨주세요!",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/lemony_wave.png
새새검검정정,Double SaeGeomjung,Beer,한국,7.4%,"새새검검정정'은 Black IPA / Cascadian Dark Ale 스타일로, 2021년 출시된 ‘새검정’의 Double IPA 버전입니다.
IPA 스타일을 베이스로 검은 맥아의 조심스러운 사용을 통해 색과 캐릭터에 변화를 준 맥주입니다. 과실 향이 메인 캐릭터를 이루고, 코코아와 같은 힌트가 이를 받쳐주며 밸런스를 이룹니다.
이 맥주는 'Bottle conditioning' 기법을 활용해 패키징 된 맥주로, 부드러운 탄산 질감을 가집니다. 병에서 2차 발효 및 숙성된 제품입니다. 냉장 보관 후 음용해 주세요.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/double_sae_geomjung.png
만춘 <레이트 스프링>,Late Spring,Beer,한국,5.8%,"독일의 스트롱 비어인 Bock bier 스타일 중에 Maibock 이란 스타일이 있는데요, 5월의 맥주란 뜻을 가집니다.
다른 말로 Frühlingsbier라고도 부르고, 봄의 맥주라 하지요.
-
이 봄의 술에 야생꽃꿀과 흰 재스민을 넣어 양조했습니다.
(노란 재스민은 영춘화라 하여 봄맞이꽃이라 불립니다.)

완연한 봄날, 가장 봄다운 술로 희망의 인사를 건네려 했는데, 늦은 봄에야 내어놓게 됐습니다.

밖은 봄이 지나가고 있고 마음엔 겨울 같은 때가 계속되고 있습니다. 그리운 이들도 늘어가고 지쳐가기만 합니다.
하지만 마음속에도 봄날이 반드시 찾아올 거라고 생각합니다. 친구들 모두 희망을 잃지 않으시길 기도합니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/late_spring.png
비에르 드 제주,Biere de Jeju,Beer,한국,7%,"‘비에르 드 제주’는 지난 겨우내 천천히 발효시킨 세종입니다. 마치 지도 없이 떠나는 여행처럼, 처음부터 어떤 맥주를 만들어야겠다는 뚜렷한 그림보다는 봄이 될 때까지 맥주가 발효되고 변하는 과정을 천천히 지켜보았습니다. 이번 배치는 스테인레스 발효조에서 1차 발효 후 제주도 구좌에서 재배된 제철 유기농 금귤과 함께 한 달 동안 2차 발효를 거쳤습니다. 완성된 맥주는 병과 케그에 나누어 담아 양조장 셀러에서 한 달간 추가로 숙성 기간을 가진 뒤 6월 중 출시 예정입니다. 긴 작업의 맥주였던 만큼 팀원들의 정성과 노고가 들어갔습니다. 우리가 간직해 놓은 봄날 제주의 한 조각을 드립니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/biere_de_jeju.png
미드소마,Mid Sommer,Beer,한국,6.4%,"미드소마'는 작년에 출시되어 많은 사랑을 받았던 '노르딕 IPA'의 썸머 리메이크 버전 아이피에이 입니다. ‘한여름’이란 뜻의 미드소마는 북유럽의 하지 축제에서 그 이름을 따왔습니다.

노르웨이의 농가 효모 Kveik이 주는 시트러스한 느낌과 Citra, Strata, Idaho 7 홉이 주는 열대과일의 캐릭터가 서로의 경계를 허물며 조화롭게 드러나는 맥주입니다. 무더운 여름날 끽비어 컴퍼니가 드리는 한 잔의 여름 축제를 즐겨보세요!",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/mid_sommer.png
뮬 고제,Mule Gose,Beer,한국,4.2%,"뮬 고제'는 진저비어를 베이스로 한 칵테일 모스코 뮬(Moscow mule)을 독일의 새콤하고 짭짤한 고제(Gose) 스타일로 재해석한 맥주입니다.

지난해 사랑받았던 '고제, 모스코 뮬'의 리메이크 버전으로 생강, 라임주스, 라임 잎, 코리앤더씨, 핑크 솔트 등 다양한 부재료들이 조화롭게 사용되었습니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/mule_gose.png
콘 퍼 세컨드,Corn Per Second,Beer,한국,5.1%,"미국의 유럽 출신 이민자들은 유럽의 페일 라거 열풍에 대항하기 위하여 옥수수, 쌀 등을 섞어 깔끔한 풍미의 맥주들을 만들었습니다. 이번에 소개해 드릴 맥주는 그중 하나인 크림 에일(Cream Ale)입니다.

콘 퍼 세컨드는 제주도에서 자란 '초당 옥수수'를 부재료로 사용하여 만들었습니다.

여기에 버번 바닐라라고도 불리우는 마다가스카르 바닐라 빈을 후발효 및 숙성 단계에서 사용해 달콤한 풍미를 더하고자 했습니다. 인공적인 재료들은 사용하지 않았고, 자연 그대로의 재료들로 은은한 맛의 레이어를 쌓으려고 노력했습니다.

'월간 끽비어' 맥주를 비롯해 종종 우리나라에서 나는 제철 재료를 사용한 맥주로 찾아 뵙겠습니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/corn_per_second.png
45일,Day 45,Beer,한국,5.4%,"Day 45'는 독일식 필스에 초점을 맞춰 양조 되었습니다. 맥주명 뒤에 숫자는 라거링 일수를 의미합니다. 긴 시간 동안 수없이 라거를 만들며 동료들과 고민에 고민을 거듭했고, '좋은 라거'를 관통하는 핵심은 '라거링(Lagering)'에 들인 시간' 이라는 결론을 얻었습니다.

대부분의 현대 라거는 길어도 1달 이내에 패키징 되고 있으며. 저희 이어라운드 제품인 '꿀꺽' 또한 품질이 준수하더라도 최소 1달의 발효와 숙성 시간을 기준으로 만들어지고 있습니다.

10월 월간 끽비어 45일을 시작으로 60일, 90일 숙성된 맥주가 차례대로 선보여질 예정입니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/day45.png
60일,Day 60,Beer,한국,5.4%,"Day 60'은 'Day 45'의 연작으로 독일식 필스에 초점을 맞춰 양조 되었습니다. 맥주명 뒤에 숫자는 라거링 일수를 의미합니다.

Day 시리즈의 마지막인 90일은 월간 끽비어 프로젝트와 별개로 추후 선보여질 예정입니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/day60.png
90일,Day 90,Beer,한국,5.4%,"Day 90'은 'Day 45', 'Day60'의 연작으로 독일식 필스에 초점을 맞춰 양조 되었습니다. 맥주명 뒤에 숫자는 라거링 일수를 의미합니다.

Day 시리즈의 마지막인 90일을 통해 숙성된 시간을 즐겨보세요.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/day90.png
복숭아가 있는 겨울,Wintry Nectarines,Beer,한국,6.7%,"‘복숭아가 있는 겨울’은 지난 6월에 출시된 비에르 드 제주와 동일한 방향성을 가지고 있는 맥주입니다. 명확한 목적지보다는 넉넉한 시선으로 맥주가 발효하고 변화되는 과정을 지켜봅니다.

이번 배치는 세종 효모를 중심으로 한 혼합된 균주로 1차 발효를 거쳤습니다. 이후 다른 탱크로 옮겨져 별도의 온도 조절 없이 천도복숭아와 함께 세 달간 2차 발효를 거쳤습니다. 사용된 복숭아는 여름의 시작을 알리는 오월도(김천)와 신선복숭아(경산)가 4:1 비율로 들어갔으며, 이 기간 동안 원주와 과일이 잘 접촉할 수 있도록 삐자쥬(pigéage) 해주었습니다.

완성된 맥주는 병과 케그로 나누어 담아 양조장 셀러에서 두 달 동안 추가로 숙성과 안정화 과정을 거쳤습니다. 모든 과정은 스테인리스 용기에서 진행되었으며, 나무통은 사용하지 않았습니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/wintry_nectarines.png
카페 스트라파짜토,Caffe Strapazzato,Beer,한국,5%,"카페 스트라파짜토'는 갓 내린 에스프레소에 설탕 한 스푼을 넣고 카카오 파우더로 토핑 한 나폴리 스타일의 커피로, 월간 끽 비어 12월 맥주는 이 커피에서 영감을 받아 만들게 되었습니다.

이번 맥주를 위해 공수한 원두는 에티오피아의 ‘제레나 아바야 (Gelena Abaya) 허니 G1’으로 꽃, 블루베리, 꿀, 코튼 캔디 등의 컵 노트를 가지고 있습니다.
소규모 커피 로스터리 Kettle Works Company에서 원두를 볶았으며, 신선한 커피 캐릭터를 위해 모든 후숙성 작업은 커피가 로스팅 된 날로부터 3일 이내에 진행되었습니다.

초콜릿 캐릭터는 Cholaca 사의 리퀴드 카카오를 사용해 풍성함을 더했습니다.
몰트빌에 포함된 오트밀은 오일리 한 바디를 더해주며, 블랙과 캐러멜 몰트 등 여러 스페셜티 몰트들을 통해 스타우트가 낼 수 있는 커피스러움과 정말 커피가 만나 한 잔의 진한 풍미를 선사합니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/caffe_strapazzato.png
네버마인드,Never Mind,Beer,한국,4.1%,"같은 스타일의 맥주로 우리에게 친숙하며 세계적으로 유명한 기네스, 머피스에 대한 오마주가 담겨있는 맥주이자, 끽비어컴퍼니가 맥주로 그려낼 수 있는 스펙트럼의 한 갈래이기도 합니다.

이 의미들을 담아내고, 스타일의 완성도를 높이기 위해 검은 맥아를 비롯한 원재료들을 정교하게 사용하고, 오트몰트와 프라이밍기법을 활용해 질소가 주는 느낌을 대신하였습니다.

섬세한 탄산감과 부드러운 질감, 깔끔한 바디감을 통해 음용성을 살리면서 스타우트의 특징인 커피, 초콜릿, 카라멜, 볶은 풍미들을 조화롭게 나타냈습니다.

맥주의 이름처럼, 걱정 없이, 모든 일이 잘 풀리는 새 해가 되길 바라며, 소중한 사람들과 함께하는 자리에 편안한 맥주가 되었으면 좋겠습니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/never_mind.png
내추럴 가든: 제주 댕유지,Natural Garden Sour Ale: Dangyuja,Beer,한국,4.9%,갓 수확한 신선한 제주 토종 유자로 보통의 유자와는 결이 다른 아로마에 쌉살한 느낌이 강한 댕유지의 향을 최대한 살린 새콤한 사워에일.,https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/default.png
강원 에일,Gangwon Ale,Beer,한국,4.5%,"시트러스, 플로럴, 자몽 등의 풍미 극대화된 홉의 향과 맛이 일품",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/gangwon_ale.png
전라 라거,Jeolla Lager,Beer,한국,4.5%,"전라북도에서 자란 호프 사용, 은은한 과일향, 깔끔한 피니시",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/jeolla_lager.png
스퀴즈 라거,Squeeze Lager,Beer,한국,5%,"2021 한국 주류대상 라거부문 대상
스페셜 몰트에서 비롯된 깊은 풍미, 산뜻하고 깔끔한 피니시",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/squeeze_lager.png
파리의 꿈,Dream of Paris,Beer,한국,5%,유산균 발효하여 발생한 산미가 혀끝을 사로잡는 산뜻한 샴페인의 풍미,https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/dream_of_paris.png
밤이면 밤마다,Night After Night,Beer,한국,5.8%,"2020 & 2021 한국 주류대상 에일부문 대상
다크 초콜릿&커피의 풍부한 맛, 입안 가득 퍼지는 밤의 풍미",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/night_after_night.png
소양강 에일,Soyang-gang Ale,Beer,한국,5%,"2020 한국 주류대상 Best of 2020
복숭아, 열대과일 풍미를 내는 고급 홉만을 엄선하여 극대화된 홉의 향과 맛",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/soyang_gang_ale.png
스퀴즈 화이트,Squeeze White,Beer,한국,5%,"벨기에 호가든 밀맥주 재현. 오렌지 껍질, 고수 씨앗 첨가. 산뜻하며 훌륭한 목 넘김",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/squeeze_white.png
춘천 IPA,Chuncheon IPA,Beer,한국,6%,"2019 한국 주류대상 에일부문 대상
더블 드라이 호핑 하여 폭발적인 홉 향과 열대과일 등의 풍미 가득",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/chuncheon_ipa.png
353 라거,353 Lager,Beer,한국,5%,"2019 한국 주류대상 라거부문 대상
은은한 과일의 향, 라거 본연의 청량감과 함께 깊은 풍미와 산뜻한 피니시",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/353_lager.png
하노이 Beer,Hanoi Beer,Beer,베트남,4.6%,"하노이 맥주 맥주는 연간 생산량이 HABECO 제품의 총 생산량의 70 %를 차지합니다. 
밝은 노란색 색상, 쫀쫀한 거품, 매끄러운 쓴맛, 부드럽고 감칠맛 나는 맥주로 베트남 북부의 지방 및 도시 시장에서 안정적인 위치를 차지합니다.

베트남은 동남아 국가 중 맥주 소비가 2위일 정도로 맥주를 많이 마시는 나라입니다.
맥주사랑이 넘치는 나라답게 기대이상의 맛과 풍미를 자랑하며 판매되고 있습니다.
베트남에서 시원하게 즐기는 베트남 맥주 이제 한국에서도 느낄 수 있습니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/bia_ha_noi.png
앙코르 스타우트,Angkor Extra Stout,Beer,캄보디아,8%,"몽드 셀렉션을 다수 수상한 캄브류에서 만들어졌으며, 품질과 맛이 보장된 흑맥주 입니다.
강한 도수와 칠흑같은 블랙칼라를 가지고 있으며 아이보리 빛을 내는 거품이 피어오릅니다.
훌륭한 바디감과 맛을 가진, 좋은 스타우트가 갖춰야할 향를 고루 갖춘 흑맥주입니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/angkor_extra_stout.png
사이공익스포트,Saigon Export,Beer,베트남,4.9%,"베트남을 대표하는 라거 비어로 깔끔한 목넘김이 좋고 홉의 향이 은은히 지속적으로 유지되는 것이 특징입니다,
<사이공 익스포트>는 베트남에서 오랫동안 사랑받고 있는 맥주입니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/saigon_export.png
드렁큰초콜릿 스타우트,Drunken Chocolate Stout,Beer,한국,4.5%,"""Drunken Chocolate""이라는 초콜릿 케이크 레시피를 모티브로 만든 제품입니다. 카카오닙스와 코코아 분말을 사용하여 초콜릿의 풍미가 더욱 깊어진 스타우트입니다. 달콤쌉싸름한 초콜릿맛과 부드럽고 쫀득한 식감으로 디저트로 즐기기에도 좋습니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/drunken_choco_stout.png
커피리브레 커피맥주,Coffee Libre Coffee Beer,Beer,한국,4.5%,"스페셜티 원두 전문점 ""키피리브레""와 협업한 커피맥주 입니다. 커피리브레의 다크리브레 블렌드와 호주산 맥아의 고소함을 느낄 수 있으며 목넘김이 좋아 마시키 쉽다는 특징을 갖고 있습니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/brewguru_coffee_libre.png
부루구루 봄,Brewguru Cherry Blossom,Beer,한국,4%,"왜인지 설레고 간질간질한 그 계절.
따뜻하고 싱그러운 봄을 그대로 담았습니다.
입 안 가득 부드럽게 전해지는 벚꽃향과 신선한 체리가 산뜻하고 화사한 봄을 닮았습니다.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/brewguru_bom.png
사무엘스미스 넛 브라운에일,Samuel Smiths Nut Brown Ale,Beer,영국,5%,"Brewed with well water (the original well at the Old Brewery, sunk in 1758, is still in use, with the hard well water being drawn from 85 feet underground); best barley malt, yeast and aromatic hops; fermented in ‘stone Yorkshire squares’ to create a relatively dry ale with rich nutty colour and palate of beech nuts, almonds and walnuts.
Best served at about 55°F (13°C).
Ingredients • water, malted barley, yeast, cane sugar, hops, carbon dioxide.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/smiths_nut_brown.png
사무엘스미스 태디포터,Samuel Smiths Taddy Porter,Beer,영국,5%,"Brewed with well water (the original well at the Old Brewery, sunk in 1758, is still in use, with the hard well water being drawn from 85 feet underground), malted barley, roasted malt, yeast and hops. Fermented in ‘stone Yorkshire squares’.
Best served at about 55°F (13°C).
Ingredients • water, malted barley, yeast, hops, cane sugar, carbon dioxide.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/smiths_taddy_porter.png
사무엘스미스 오트밀 스타우트,Samuel Smiths Oatmeal Stout,Beer,영국,5%,"Brewed with well water (the original well at the Old Brewery, sunk in 1758, is still in use, with the hard well water being drawn from 85 feet underground); fermented in ‘stone Yorkshire squares’ to create an almost opaque, wonderfully silky and smooth textured ale with a complex medium dry palate and bittersweet finish.
Best served at about 55°F (13°C).
Ingredients • water, malted barley, cane sugar, roasted malt, yeast, hops, oatmeal, carbon dioxide.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/smiths_oatmeal_stout.png
사무엘스미스 퓨어 브루 오가닉 라거,Samuel Smiths Pure Brewed Organic Lager,Beer,영국,5%,"Brewed with great care using only organic malted barley, organic hops, medium-soft water and a bottom-fermenting yeast; matured at low temperatures to bring out its delicate flavour and soft hop-character finish.
The cold maturation period allows the bottom-fermenting yeasts to secondary ferment and improve this lager’s flavour, purity and condition.
Best served at about 44°F (7°C).
Ingredients • water, organic malted barley, yeast, organic hops, carbon dioxide.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/smiths_pure_brewed.png
사무엘스미스 오가닉 페일에일,Samuel Smiths Organic Pale Ale,Beer,영국,5%,"Brewed with well water (the original well at the Old Brewery, sunk in 1758, is still in use, with the hard well water being drawn from 85 feet underground); best barley malt, yeast and aromatic hops; fermented in ‘stone Yorkshire squares’ to create a full, rounded flavour and after-taste.
Best served at about 51°F (11°C).
Ingredients • water, organic malted barley, yeast, organic hops, carbon dioxide.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/smiths_pale_ale.png
사무엘스미스 인디아 에일,Samuel Smiths India Ale,Beer,영국,5%,"Brewed with well water (the original well at the Old Brewery, sunk in 1758, is still in use, with the hard well water being drawn from 85 feet underground); best malted barley and a generous amount of choicest aroma hops; fermented in ‘stone Yorkshire squares’ to create an exceptionally full-flavoured complex ale with an abundance of maltiness and fruity hop character.
The label on the bottle is based on Samuel Smith’s Victorian letterhead when the brewery was a contractor to Her Majesty Queen Victoria’s forces.
Best served at about 51°F (11°C).
Ingredients • Water, malted barley, yeast, hops.",https://zuzu-resource.s3.ap-northeast-2.amazonaws.com/drinks/smiths_india_ale.png
